,Close,Open,High,Low,Volume
2023-10-31 13:29:11.845878,1915.0782301141983,1931.2135437322443,1939.9089395122407,1883.652146268116,125930.68901624558
2023-11-01 13:29:11.845878,1903.5561764838299,1899.41828859929,1925.3090034129737,1890.2184998887365,133606.50487597083
2023-11-02 13:29:11.845878,1914.7443121934364,1912.2729992135476,1927.3529170629652,1906.7418347944597,61425.704155771666
2023-11-03 13:29:11.845878,1882.2568822629196,1901.8040110976401,1921.1438849964134,1864.369385626811,60475.494406584454
2023-11-06 13:29:11.845878,1860.3400527399658,1854.8598279666082,1877.5794995791048,1851.6680816713026,130661.92164437578
2023-11-07 13:29:11.845878,1854.303436809762,1853.212101923207,1866.8237945813148,1835.7603801807165,85830.19085696228
2023-11-08 13:29:11.845878,1918.2755395644986,1903.0124847208624,1942.5723842203333,1892.9824681250525,77106.96058969383
2023-11-09 13:29:11.845878,1905.5683951639544,1901.820313205578,1918.5912018194947,1890.5992245100722,56692.582415265846
2023-11-10 13:29:11.845878,1948.4456164537823,1957.4710331862275,1970.7226083766532,1937.154323484967,104623.74061564606
2023-11-13 13:29:11.845878,1888.4485151544504,1899.0851872544933,1915.8670301394645,1858.1208006220293,87701.37689891607
2023-11-14 13:29:11.845878,1932.6526239636987,1938.8650409280701,1944.6901118512237,1912.0579593269556,139503.61969045116
2023-11-15 13:29:11.845878,1984.4957666786322,1984.010090947361,1998.631312627178,1977.7692176396217,77731.77247614521
2023-11-16 13:29:11.845878,1975.587335130198,1976.2259097812137,1983.1534424154581,1963.8546536636957,58556.664528101086
2023-11-17 13:29:11.845878,2026.2741907623245,2031.2879646642361,2046.1846602504097,2005.316533761552,143510.24655594147
2023-11-20 13:29:11.845878,1995.712244181012,2003.6588739579686,2012.598158717099,1972.1377929385737,122492.70069452422
2023-11-21 13:29:11.845878,2038.2644140534615,2038.5095352434223,2042.7067749020105,2014.635093986092,124117.08361970878
2023-11-22 13:29:11.845878,2004.651278280317,2016.43255050616,2021.0805693455586,1991.1852332876092,138600.36303015973
2023-11-23 13:29:11.845878,2033.1538061675626,2056.27240880245,2075.2876929784593,1999.6936276883798,89156.78705781672
2023-11-24 13:29:11.845878,2035.4263800064043,2039.5134218154335,2042.3800557276315,1688.4206308341134,56529.74766877227
2023-11-27 13:29:11.845878,2009.2060885026206,2018.6620484707146,2040.2101651624446,1664.7544967798817,72404.41792922802
2023-11-28 13:29:11.845878,2018.8355216310129,2027.0684007216332,2036.1168274836639,1670.859218854479,107906.02367608304
2023-11-29 13:29:11.845878,2035.9170337370497,2033.8275365703303,2452.7717401597442,2015.7286812037444,146136.58870942052
2023-11-30 13:29:11.845878,2021.6660674113268,2034.153883009487,2035.5479544546595,1670.7974453083139,69434.44407143044
2023-12-01 13:29:11.845878,2022.4743653121677,2030.001951602086,2049.636698786165,1664.5409120865197,98401.03170835151
2023-12-04 13:29:11.845878,1991.4477753213962,1999.9725137294583,2016.4464102279608,1643.6966917458356,124647.73225520375
2023-12-05 13:29:11.845878,1997.456710885962,1994.8413205239674,2416.457980975949,1988.1247210528097,121101.15683472664
2023-12-06 13:29:11.845878,2038.4351960024633,2031.2091156765396,2489.058721518083,2007.5902773340777,96372.35911376348
2023-12-07 13:29:11.845878,2034.2211663113785,2019.4851128818168,2456.551066099745,2007.3252282893147,72020.83190964971
2023-12-08 13:29:11.845878,2055.4021136045144,2051.936814609058,2497.358022651851,2033.2048797470632,77989.05389926575
2023-12-11 13:29:11.845878,2027.6475477853237,2028.2484997873903,2051.6254748548945,1682.5253510184605,54885.18743955284
2023-12-12 13:29:11.845878,2055.555519491194,2060.4581346416985,2067.4666337258477,1702.3822002476327,66620.93212833842
2023-12-13 13:29:11.845878,2051.797725704734,2054.5392454257612,2071.8223480279694,1703.526864464401,111502.19803251047
2023-12-14 13:29:11.845878,2115.241983144619,2123.308545482508,2148.6944326744524,1729.8741297321867,154876.30763048484
2023-12-15 13:29:11.845878,2140.371090485585,2163.5968789914573,2176.1526042438677,1770.3514915713417,133650.0754313367
2023-12-18 13:29:11.845878,2126.661700964116,2132.868171610672,2137.1982499751703,1760.2105479032605,85032.21947631189
2023-12-19 13:29:11.845878,2176.236284210372,2194.591750691067,2210.528232422257,1796.3178305022664,127446.32171753711
2023-12-20 13:29:11.845878,2194.9511370962005,2192.9631077598888,2673.8857049551502,2172.4142266709014,72798.43767359648
2023-12-21 13:29:11.845878,2176.6064901361033,2182.5966009398876,2191.750148410725,1798.1350194408797,60057.54057891051
2023-12-22 13:29:11.845878,2173.1764436849057,2174.7939341530687,2194.5504800067347,1797.1535930814898,115485.20346576213
2023-12-25 13:29:11.845878,2153.971280396782,2160.9270871646195,2177.729415640611,1787.6637690507566,81647.14559003424
2023-12-26 13:29:11.845878,2172.663727657201,2184.4748864010694,2207.112901572109,1801.8953323772903,148557.5776120774
2023-12-27 13:29:11.845878,2121.510699695007,2117.298387286579,2565.3559392271245,2109.703837000955,77588.54766518253
2023-12-28 13:29:11.845878,2131.543404169961,2117.3263009530356,2567.1140331694032,2096.1582626212785,122918.88362681697
2023-12-29 13:29:11.845878,2094.549841489137,2097.18379974402,2101.729362537134,1732.2269099733471,51518.81844401895
2024-01-01 13:29:11.845878,2121.864068059431,2103.5455070886146,2564.95587110331,2087.622853272808,133511.3378428633
2024-01-02 13:29:11.845878,2129.899762144775,2128.266482644114,2573.2680371456877,2099.359115930781,96600.12539000054
2024-01-03 13:29:11.845878,2153.576806256283,2140.8651366633826,2603.753381217308,2135.1241128466536,102368.61548716966
2024-01-04 13:29:11.845878,2130.0831019776633,2128.3675609173447,2587.972184667132,2127.6668126992627,132506.66499333942
2024-01-05 13:29:11.845878,2118.0430207586205,2114.436111717444,2560.7479073416175,2111.9862525696535,111699.3265665562
2024-01-08 13:29:11.845878,2095.5166493249053,2102.648587352778,2117.8314213071235,1735.5995700530113,139346.45827961218
2024-01-09 13:29:11.845878,2063.759891611011,2088.23820053212,2104.813700179234,1708.0057501885499,83716.79156428293
2024-01-10 13:29:11.845878,2080.423731060263,2068.0716105299734,2513.0657420570205,2062.6493432759858,153475.6184250752
2024-01-11 13:29:11.845878,2111.75214050685,2112.3142935643223,2119.0416124350695,1753.0026713385278,84318.86273683036
2024-01-12 13:29:11.845878,2113.0513081599256,2103.25000724482,2560.827254477054,2086.7945669773703,54385.83883337513
2024-01-15 13:29:11.845878,2111.825321940923,2103.47711703412,2561.633459047974,2087.0200301185387,89021.25572153821
2024-01-16 13:29:11.845878,2147.3926433027696,2148.204660835194,2171.2778621570837,1764.9066141696878,115286.30267829621
2024-01-17 13:29:11.845878,2156.352712687008,2166.312345514688,2187.3516830519507,1782.7611185004257,89807.86509742255
2024-01-18 13:29:11.845878,2152.918504824067,2147.2082262344284,2607.6436779033334,2128.3840966323614,79365.65908518441
2024-01-19 13:29:11.845878,2097.58099659635,2090.1475628167354,2532.02809329157,2065.5724870339604,92102.22122897572
2024-01-22 13:29:11.845878,2035.6142290509104,2043.7957523329044,2044.3546574523061,1678.177685216072,119636.63284136106
2024-01-23 13:29:11.845878,1977.7677858831958,2000.0563991981235,2008.4572741497211,1634.4599479730662,85096.74979088022
2024-01-24 13:29:11.845878,1976.5441221632095,1958.9483623470687,2402.83095020499,1953.6753732599334,157078.4783677829
2024-01-25 13:29:11.845878,1961.7761744716283,1966.8479153527655,1981.0848886700664,1629.1016387617865,93231.55424965161
2024-01-26 13:29:11.845878,1958.2265089948958,1955.5227720714704,2380.907929707522,1954.827890451556,145791.53941652886
2024-01-29 13:29:11.845878,1945.2563589389918,1935.558631152123,2367.9250760183245,1928.804775551538,124593.4296534671
2024-01-30 13:29:11.845878,1956.5555107210348,1957.5857723100273,1957.8446387735796,1618.9627918257295,74516.32457871595
2024-01-31 13:29:11.845878,1999.242043936914,2008.4146140766102,2032.6859645394063,1641.440268641798,59936.258816308495
2024-02-01 13:29:11.845878,1996.8899100329636,1999.9248441470836,2002.4926153762572,1651.6672394839018,66949.28259464023
2024-02-02 13:29:11.845878,2028.9370082265777,2025.64456183701,2042.8446435237036,2018.2322068717913,75797.35644706056
2024-02-05 13:29:11.845878,1993.154100227154,1985.371527634257,2028.9851844598854,1960.7876355624421,141251.10069264393
2024-02-06 13:29:11.845878,1927.8426505199527,1939.7692816358956,1961.8203903316914,1915.5379347634132,90965.74155776046
2024-02-07 13:29:11.845878,1958.5222471912448,1960.9475950099065,1969.6495292808277,1950.293251652586,108527.5176553823
2024-02-08 13:29:11.845878,1948.57310977233,1939.7917389436186,1976.1734077085234,1930.4872725955347,97898.6146317308
2024-02-09 13:29:11.845878,1983.1580551427376,1976.0075989282946,2012.3514727883971,1965.5696447080752,55587.50757128835
2024-02-12 13:29:11.845878,1983.2008150713248,1970.6213164575402,2005.2197906822555,1968.1656922789568,107241.62674635138
2024-02-13 13:29:11.845878,1983.8503290699593,1987.7994884269654,1999.3464371787761,1977.8296745228574,151303.13503255305
2024-02-14 13:29:11.845878,1968.0389916463582,1964.4990463303634,1988.7028904404985,1955.2027801790218,119120.786759077
2024-02-15 13:29:11.845878,1967.8096486175832,1975.319316376951,1981.901121190664,1952.8996775330745,124204.73196342537
2024-02-16 13:29:11.845878,1912.5941171189818,1908.622226846567,1927.258178325239,1891.6340256347175,111640.26949369737
2024-02-19 13:29:11.845878,1881.3442108540485,1879.4146340686466,1912.588781416934,1874.9106024483526,82969.32514039928
2024-02-20 13:29:11.845878,1872.7089531505187,1883.8500268527303,1886.1944600541499,1841.9666626050798,91079.20847964322
2024-02-21 13:29:11.845878,1907.9875384039433,1921.6325132508068,1938.3798678195365,1884.1469833043068,59676.95698386438
2024-02-22 13:29:11.845878,1928.6418082030257,1930.191283004749,1930.8665029893184,1912.0679904854455,97543.42003738508
2024-02-23 13:29:11.845878,1953.8947881138163,1943.1114852331082,1974.1842921910077,1930.7189342520358,151685.4945010215
2024-02-26 13:29:11.845878,1933.6932331325988,1933.05545421244,1947.2861307078967,1923.215368417087,87237.78548353241
2024-02-27 13:29:11.845878,1991.053264868061,1982.3066913754612,2008.6097529818912,1980.4496156040748,77643.29154646049
2024-02-28 13:29:11.845878,1984.6371471864345,1977.4302565184944,2007.0680774556236,1963.9626125578561,111341.51083517307
2024-02-29 13:29:11.845878,2026.9658432782953,2033.504385959486,2042.5852029879322,2018.5372718594538,122439.19256074747
2024-03-01 13:29:11.845878,2021.152976579168,2005.3487686264073,2029.917406025474,1989.4951312027665,62117.992167012904
2024-03-04 13:29:11.845878,2012.5304584140351,2025.5170127280085,2042.7829016324913,2005.9383709622507,60668.54293513102
2024-03-05 13:29:11.845878,1954.4001327465808,1950.3652582169232,1972.4239388524904,1935.8102296438256,72175.93741229583
2024-03-06 13:29:11.845878,1965.2179020701333,1954.103580050275,1992.9137747055072,1927.1227645396762,110957.3101836288
2024-03-07 13:29:11.845878,1965.7054161703174,1966.707195555659,1981.3382161366155,1933.3562402685682,58269.45199198228
2024-03-08 13:29:11.845878,1943.6715142164612,1934.4301891297428,1969.047525428132,1920.063923828465,141033.17463251826
2024-03-11 13:29:11.845878,1945.067010949367,1948.4110427505045,1957.6338112971525,1919.7715142482596,117342.29498354478
2024-03-12 13:29:11.845878,1960.8431959899085,1961.6888359388795,1965.2231173499968,1950.5407780799019,54258.99437699322
2024-03-13 13:29:11.845878,1937.6870048456854,1954.8341279700915,1974.7038246622562,1920.8319666745876,60940.35451051835
2024-03-14 13:29:11.845878,1996.899994893368,2005.0576264962576,2019.9208960285978,1976.4532955828695,130238.62287638377
2024-03-15 13:29:11.845878,1937.4844613419737,1937.489114555443,1938.0994623454496,1918.2373925636116,129142.10150272788
2024-03-18 13:29:11.845878,1910.7468143842984,1908.9624424164533,1915.1251306098868,1908.0793358352566,100139.51153315078
2024-03-19 13:29:11.845878,1917.5034234048662,1920.004302987425,1926.2399634346887,1893.8307064486057,126221.02756795708
2024-03-20 13:29:11.845878,1866.2161214719197,1858.8526134198498,1875.1771771451668,1851.9198426017283,145948.06273271056
2024-03-21 13:29:11.845878,1887.0806117842285,1887.856662750831,1900.0427200368295,1877.997210447429,123178.4897164567
2024-03-22 13:29:11.845878,1902.1037874967876,1914.2992795774082,1922.97688918106,1886.6192218943872,69568.69916487052
2024-03-25 13:29:11.845878,1855.4436558400723,1867.2306825289663,1882.619006602008,1833.6418746479055,121323.93870038413
2024-03-26 13:29:11.845878,1861.5702169578553,1872.2566937159836,1882.4322960144716,1846.949625816389,133202.45520612213
2024-03-27 13:29:11.845878,1841.6432680236885,1834.8835081786372,1847.9876864498035,1831.5007614243161,102260.58560793592
2024-03-28 13:29:11.845878,1850.5334586969216,1846.2507781646016,1858.776912875483,1823.9157917836271,87268.97801313715
2024-03-29 13:29:11.845878,1875.7645844521792,1886.1365872797269,1895.5668000970513,1855.6990609051297,66098.38982241305
2024-04-01 13:29:11.845878,1872.9406633017359,1865.6854915550427,1904.158563004533,1864.8277203404816,67411.94048536943
2024-04-02 13:29:11.845878,1852.5113002196301,1858.2610741839055,1878.8292573959832,1818.8434088231531,82823.26059439142
2024-04-03 13:29:11.845878,1870.1124446060026,1876.7104995704437,1885.4571947724464,1851.3630495917398,63823.03976095708
2024-04-04 13:29:11.845878,1876.3942793578212,1871.969915637064,1897.1513631809482,1849.7948206315268,132540.1833922759
2024-04-05 13:29:11.845878,1888.0943002183542,1884.8594560473857,1896.594403992753,1866.6836159664153,53360.82372335811
2024-04-08 13:29:11.845878,1867.7148360920435,1876.9190838001923,1881.9667917758563,1857.1097283819588,117529.94215533954
2024-04-09 13:29:11.845878,1848.05154612423,1855.8861926866145,1862.699904817536,1836.545634348235,147263.1828275871
2024-04-10 13:29:11.845878,1834.3145898961104,1830.5309676907125,1860.002896513935,1823.4651188833868,103532.39264971066
2024-04-11 13:29:11.845878,1842.3403553537237,1839.0767013705536,1849.4475533939192,1832.9834777873086,151374.88715343003
2024-04-12 13:29:11.845878,1799.9123792441906,1809.4541097634788,1813.7527743599012,1373.399229561736,79896.24724808258
2024-04-15 13:29:11.845878,1826.9703005349884,1828.3823647554336,1838.3953146405568,1401.108991331446,112883.78643232194
2024-04-16 13:29:11.845878,1862.19279499887,1872.544630448097,1885.824733006708,1416.836558590991,145205.8351525389
2024-04-17 13:29:11.845878,1815.4743333955957,1811.9734451062902,1648.4582931249524,1800.13151030186,85319.13383194586
2024-04-18 13:29:11.845878,1807.9936343434754,1810.8715357562917,1822.9568832994894,1377.0395358223939,145049.67465002375
2024-04-19 13:29:11.845878,1798.9555499333958,1811.0261295472594,1821.3148807167188,1368.881169031317,116900.55402979643
2024-04-22 13:29:11.845878,1771.1724818304629,1779.033637917385,1804.21526532967,1350.955833636202,126043.56100348779
2024-04-23 13:29:11.845878,1740.8897692859466,1729.4594936629098,1586.325498410541,1728.4821135594057,153745.62821608045
2024-04-24 13:29:11.845878,1711.6572145118273,1702.060950766845,1560.3856139431703,1688.777002933018,137946.26980270006
2024-04-25 13:29:11.845878,1711.527639786637,1730.4972195620542,1737.3321819138907,1311.0806641205288,80015.60913735043
2024-04-26 13:29:11.845878,1734.997159597511,1743.187564803528,1752.4890990441586,1321.3597914989232,146402.68353655646
2024-04-29 13:29:11.845878,1709.260783778694,1706.2857532035973,1556.9847291651656,1692.147576573116,116251.78908255755
2024-04-30 13:29:11.845878,1706.8303674409062,1712.7186935357113,1723.5440686733984,1302.650836422291,127476.0901895907
2024-05-01 13:29:11.845878,1697.0746173074594,1690.2759289018124,1542.8410242398802,1681.3345482190884,85680.24351990959
2024-05-02 13:29:11.845878,1723.8993131991633,1728.6540389963814,1750.8149779065448,1306.1303626090635,152079.96640690567
2024-05-03 13:29:11.845878,1745.7454748276489,1756.548464121546,1776.283524335101,1321.451564648378,109024.46750019908
2024-05-06 13:29:11.845878,1705.3317729083128,1707.1669315150923,1718.0897147410997,1304.3759138503542,95921.24732881956
2024-05-07 13:29:11.845878,1718.0900192744346,1716.6072122078963,1555.4801266497398,1693.3583569556235,142222.96005959334
2024-05-08 13:29:11.845878,1718.2342176975526,1715.3108718646295,1555.330048573761,1715.1561649352295,78652.78567317632
2024-05-09 13:29:11.845878,1720.5577845645278,1720.8200579671773,1731.350766600599,1315.7528020690231,132274.32561323358
2024-05-10 13:29:11.845878,1686.096479659794,1691.3499392701112,1703.1668370615064,1282.382602387373,54738.99730548014
2024-05-13 13:29:11.845878,1696.220636240394,1693.373785910943,1539.3948500608349,1674.8059109568371,80975.62041684425
2024-05-14 13:29:11.845878,1683.8633635495526,1676.2523818990082,1519.9099052577765,1665.3475566949496,69259.10102190562
2024-05-15 13:29:11.845878,1660.198409430542,1656.9318733721884,1509.9271294590703,1645.0570885644352,65944.45887458896
2024-05-16 13:29:11.845878,1655.3876838688939,1666.5136545820355,1681.8829260927819,1262.9895549494634,99691.34985335685
2024-05-17 13:29:11.845878,1689.1398137164356,1692.982513245543,1695.5633670890645,1289.3848880168064,89465.00780503245
2024-05-20 13:29:11.845878,1714.0658278175194,1713.9990681607983,1552.2073206266314,1707.2633063183716,102178.78122932724
2024-05-21 13:29:11.845878,1716.630133405441,1721.3422968032764,1724.669636068513,1308.3939172846476,141565.1543313816
2024-05-22 13:29:11.845878,1702.4428092499834,1699.8841719387444,1543.610600680863,1699.6719212030057,135580.49687282994
2024-05-23 13:29:11.845878,1695.284180736192,1705.1021919406094,1707.0073137195984,1290.311605767661,116619.11233595634
2024-05-24 13:29:11.845878,1705.278806308293,1686.4243711434424,1723.6735545661143,1674.1956221852602,105013.92694894136
2024-05-27 13:29:11.845878,1672.6890473384274,1669.63840142226,1693.508886284389,1667.1371647653586,103240.16641008863
2024-05-28 13:29:11.845878,1649.66407299568,1638.7280389566563,1663.7333215569583,1633.1915822803571,75457.25440429944
2024-05-29 13:29:11.845878,1671.912792051611,1680.8886367619618,1688.5188899289774,1657.3838016336954,92477.81266507314
2024-05-30 13:29:11.845878,1630.0055451556066,1625.7972987711253,1643.786706429332,1606.1809577857823,87996.66603243434
2024-05-31 13:29:11.845878,1594.160822743497,1592.0570530666469,1608.911532906842,1582.5385677142688,60509.12141835819
2024-06-03 13:29:11.845878,1598.2742713437235,1592.4409806355595,1604.3728908093935,1574.5821190882814,84361.56251571274
2024-06-04 13:29:11.845878,1590.2026037797848,1591.3952714078316,1610.2685396099819,1579.0590789669068,143801.49656951966
2024-06-05 13:29:11.845878,1593.1503338080327,1602.9115980831887,1607.5230366260485,1574.1264180517815,133163.93986479533
2024-06-06 13:29:11.845878,1577.7455101951814,1573.5195313937288,1589.4474845248626,1558.3788593733416,127491.77643523921
2024-06-07 13:29:11.845878,1594.423328852066,1599.9373546458626,1616.3577522050564,1579.3802513852418,149988.6991537322
2024-06-10 13:29:11.845878,1641.6769995975949,1648.0407102145268,1659.8541673841646,1629.5235394074114,112879.31059325098
2024-06-11 13:29:11.845878,1660.0758795503586,1652.266444742005,1673.6380800059092,1646.1678209153874,114904.55314167013
2024-06-12 13:29:11.845878,1653.3658629053753,1641.1249924143838,1666.6520154322343,1633.0192437571568,57639.219542679915
2024-06-13 13:29:11.845878,1663.646177033588,1672.3495545455244,1682.0780849394955,1647.7092914203079,57782.62078786828
2024-06-14 13:29:11.845878,1704.6719036751049,1700.2591954759305,1723.4057172293692,1695.9062706414045,151770.59596088048
2024-06-17 13:29:11.845878,1702.7834533811317,1702.016103751675,1715.1868188608705,1696.8610027659597,87444.29486175017
2024-06-18 13:29:11.845878,1686.447523919172,1685.184481280938,1712.0974291368161,1670.801145344443,119993.99872611136
2024-06-19 13:29:11.845878,1699.3238759883916,1711.7305250596544,1729.6742953887924,1690.8109043026675,66879.59827552273
2024-06-20 13:29:11.845878,1758.2630705698714,1757.149100844079,1770.7003897656095,1735.5640640444449,58339.288911566066
2024-06-21 13:29:11.845878,1840.6022353752862,1826.6254183004082,1859.562524201624,1820.5712034739279,140338.65035468637
2024-06-24 13:29:11.845878,1830.0445602136945,1829.912861043755,1851.1585726954495,1810.0482468338896,110470.4428910906
2024-06-25 13:29:11.845878,1815.4349573954066,1790.6290594275774,1837.0814965800062,1782.6101075158986,103370.48532020586
2024-06-26 13:29:11.845878,1828.2013947754037,1828.0763805923762,1849.122351347464,1826.5751968792886,76454.24442798791
2024-06-27 13:29:11.845878,1785.098054495916,1779.9376453812545,1795.7630181486854,1773.6355053337693,137427.16158758296
2024-06-28 13:29:11.845878,1788.9196064585826,1785.502199420001,1800.0555796295816,1769.085341095928,110240.46842964255
2024-07-01 13:29:11.845878,1785.1351878985809,1786.2528448650107,1802.4035283111862,1763.863147684769,119766.17969677156
2024-07-02 13:29:11.845878,1805.073184737502,1802.39383756339,1811.7127613842758,1789.5026248363101,130398.24675686154
2024-07-03 13:29:11.845878,1795.9934020211483,1783.2444377198603,1801.1677970571996,1779.6869023455642,95311.29118688301
2024-07-04 13:29:11.845878,1742.57839256992,1751.1503744067281,1765.3490392175418,1726.194574560789,88091.15661200088
2024-07-05 13:29:11.845878,1736.3618209583844,1728.3737013370796,1757.7223533911608,1724.8052695283006,62711.13329846052
2024-07-08 13:29:11.845878,1688.5511887313019,1689.3829968094371,1696.712928769751,1665.8551233096653,79560.00443685365
2024-07-09 13:29:11.845878,1742.3332733437674,1735.147104438935,1760.334623596903,1721.953115330102,154821.60553900816
2024-07-10 13:29:11.845878,1732.3251468271,1736.239986659082,1751.7334480422314,1723.065292284309,122888.76065261448
2024-07-11 13:29:11.845878,1746.4675748838122,1751.6019612296334,1764.396180941977,1728.8194668682595,81783.66733370324
2024-07-12 13:29:11.845878,1770.1982239775525,1771.5469627000741,1785.930452649432,1742.9030578704414,115213.18764961838
2024-07-15 13:29:11.845878,1796.3657522478202,1807.1072668765676,1817.8272796763313,1787.3606675231752,153262.37114973678
2024-07-16 13:29:11.845878,1825.09382530355,1839.2402066645216,1847.8595959456036,1816.646335384387,70046.79826211726
2024-07-17 13:29:11.845878,1835.7507329585333,1828.5195797922775,1842.4487907015848,1827.274820479552,80261.75091679447
2024-07-18 13:29:11.845878,1845.1188094238123,1834.2263880787157,1859.4506526722362,1826.2423426050427,150244.05376843497
2024-07-19 13:29:11.845878,1829.6386666248363,1827.880999737534,1844.3298110174574,1824.9552929004315,140866.37520408412
2024-07-22 13:29:11.845878,1846.8833571915982,1845.2546284486684,1854.8454213839266,1831.5170089957837,104275.5460222685
2024-07-23 13:29:11.845878,1852.9191486474833,1839.6018072625907,1862.7821352956482,1831.981215923416,91507.87521906146
2024-07-24 13:29:11.845878,1883.8621888250932,1876.8513143126045,1897.6192503649559,1864.9810922204892,150702.2161877581
2024-07-25 13:29:11.845878,1928.1781344572994,1922.0865663580628,1950.6868353947411,1913.5382293802334,51943.769664998785
2024-07-26 13:29:11.845878,1925.9207710377175,1919.7218165595302,1932.6744204679942,1905.2686350003794,152777.08927603782
2024-07-29 13:29:11.845878,1929.1859020189765,1920.6329286783355,1935.8618047934306,1909.148609047512,107316.87039350535
2024-07-30 13:29:11.845878,1909.613619101324,1915.7738489791566,1923.2951144739084,1892.9452126535919,102260.74162408138
2024-07-31 13:29:11.845878,1913.279569283986,1913.508980294592,1922.319268221401,1892.0927239016862,74159.81453207052
2024-08-01 13:29:11.845878,1935.4477737879556,1930.0092350513996,1954.666750199663,1916.5502848500687,61530.73540641246
2024-08-02 13:29:11.845878,1961.064358654899,1965.9280349696287,1970.8334007590342,1928.910489216458,110033.93039942367
2024-08-05 13:29:11.845878,1945.3166949083097,1940.633985245752,1972.5930244681124,1933.7488823137846,79522.24038835606
2024-08-06 13:29:11.845878,1958.0884692272625,1939.698478535031,1978.717450987612,1926.7029012415137,143776.93483562022
2024-08-07 13:29:11.845878,1960.4231280124075,1961.0662868267846,1980.4460359585287,1944.7028611237329,143981.81858651427
2024-08-08 13:29:11.845878,1934.2508349612222,1920.7349339354525,1947.9073978042065,1897.1159550065674,125581.05382791326
2024-08-09 13:29:11.845878,1946.7196869077984,1933.7814221216202,1956.4122855879664,1932.9947410961515,90294.1278911828
